sleep_hours,study_hours,academic_pressure,peer_pressure,financial_stress,physical_activity,diet_quality,screen_time,attendance,social_support,stress_level
6.2290684394161575,2.639449994092131,8,2,6,1.4220146135763252,4,8.011582242152171,100.0,8,Medium
6.581033845625509,3.4634681116085257,7,1,3,4.112345888290289,1,9.376997972191983,73.58763783155273,6,Medium
4.790302176543852,6.7134055379177955,8,6,8,3.3969309393556353,4,4.532589976583083,81.12238217293478,4,High
5.846740730569781,6.091314755151068,7,9,4,2.457622103733283,5,1.9594678382106965,89.01464141866995,6,Medium
6.633107107651839,4.154485504511048,6,3,8,1.6184291082029765,3,6.896168774872179,70.47501602912303,8,Medium
5.118807707093237,3.5570052172523003,7,6,10,1.765964228043424,3,5.448834415888232,90.21691259580983,8,High
6.950837622014807,3.680046990077392,5,3,10,1.323889264743871,1,6.003582335555282,58.24315350963764,10,Medium
5.779233572097434,4.4202769590956255,7,1,3,0.8431506698613587,3,4.3203099163112695,89.92239464464855,2,Medium
6.149967500248068,1.9658111522023916,1,5,10,2.9238441842610143,4,3.231014362678602,75.04915032112157,8,Low
5.777952065324723,3.1139351938649824,1,10,7,2.5388312227920586,1,7.3206963619339485,80.52402809483587,6,Medium
8.722733821410724,0.9971238891836158,9,4,9,2.736078816342273,5,5.6395799891120655,91.51883947936967,2,High
6.483803330314479,4.098834683907919,5,7,4,1.6631020120377358,1,2.1128859316325492,89.47252155492251,1,High
5.23074688525292,4.470793909554112,5,6,8,2.255638975133164,1,6.373750446405787,84.92018795648295,6,High
7.487053894523827,2.775220306550939,3,10,3,1.5679562350258656,2,5.972337195933001,94.6904055163535,7,Low
5.034987620034773,5.860980144935049,5,7,7,1.2726919372296936,2,4.349402151352872,67.99823987381177,10,High
6.750636314005707,1.661351505496488,3,5,3,3.667062436142176,1,8.239626468484644,87.04414371501414,5,Low
4.14839585134427,1.3034376796852696,9,4,7,2.121507296840743,3,3.7636536753054712,77.09829869141517,10,Medium
4.906176741321883,3.836677727839958,9,7,10,2.50745433828654,2,4.662027003690317,94.18031468679986,8,High
6.736233483042948,5.070647453918232,6,7,10,2.835754013857501,5,6.537296175936396,91.8706706963612,9,Medium
7.386159895994492,6.025891537186803,1,6,6,2.134040886233024,4,5.153525900661443,92.23348218864005,4,Low
6.7056419374279645,2.81167360569659,7,8,2,2.2406327440251546,2,2.231153691283127,100.0,7,Low
6.361222061134112,5.118021250146944,7,4,3,0.9133748230462928,1,5.367598745986859,96.26347532434977,8,Medium
6.1386755652928535,3.442237295748939,10,10,6,1.1038849715634147,3,4.171220416069534,83.42578666226589,6,High
4.725773611559087,3.2410590500887704,10,5,4,1.0521852448715534,4,6.713992489832527,84.98732146512504,2,High
5.6361869499263495,4.8254899062300085,4,4,6,2.605458416820535,2,5.30243668799028,91.00938380711726,7,Medium
5.947233474848255,4.478484317620129,8,1,1,2.070890652822065,3,5.189015306094782,86.36174674747829,9,Low
7.7685466714626985,1.1354117645236261,6,8,10,1.1039684362344122,3,2.9034976725618966,92.05173321909717,5,High
6.912341947482154,5.714810524588843,4,1,1,2.580098841635207,3,4.539949384171989,62.696795752269715,2,Low
4.384351813564719,5.5701370312211775,4,5,3,2.543456460954106,1,6.940202188025307,100.0,4,Medium
6.888900763273754,2.561655947735706,2,6,8,1.3050340087006354,5,3.446927310917258,85.6102858355632,3,Medium
6.03790126350042,4.093705300156113,2,6,8,1.9721724553707263,3,4.934899553824572,68.7753466910744,4,Medium
5.6876935996328495,4.2410452794241085,4,5,4,2.5471416750604767,4,3.1271078967019807,75.86206648416479,10,Low
7.234011546609041,3.8910106487358607,5,3,6,1.1416446458805765,2,2.6323147178966617,63.70672948830777,7,Low
7.737199426995141,2.67454226923187,8,5,8,2.5662267648959505,4,4.830281910021295,74.09764919814249,10,Medium
7.617536142939438,2.4925649480929226,6,8,7,2.3010236041635617,1,5.347602329754677,83.57751571360214,8,Medium
5.492938972132833,3.461668893512832,4,2,7,1.0008002944989736,1,8.98772587846519,100.0,1,High
6.128945148978542,5.259093528889047,7,6,4,2.219796734998102,4,4.089079232307582,89.10674585419801,8,Medium
6.897516117684277,4.3154002318916485,8,9,9,2.3656485866559045,5,4.899661464732235,87.32860611964576,5,High
7.670654152546831,2.944078501870841,2,8,10,1.373998873861201,1,2.4998529640581504,73.64895478784288,7,Medium
5.924990914585652,4.657548065972517,7,8,6,1.452716350133791,1,6.224480029813828,76.7551469434649,1,High
6.27720922800342,0.0,2,8,3,0.9915800690688101,4,5.796189558706561,77.53072306627806,2,Medium
5.172398031192766,5.223148550558156,2,7,5,1.551001030876106,1,7.976789355382857,77.93871387813894,1,High
5.064552051103195,0.8904293318328507,8,8,5,1.9879179895628523,5,7.223244303017418,81.48463123751395,5,High
7.475030986873038,2.956338587895302,2,6,5,1.4554778413056795,5,5.7028133376845656,82.23988938283519,6,Low
8.127488034284987,1.8204951580607842,9,2,8,0.5151121017561127,5,4.059857000822599,81.60921626373153,10,Low
6.413587854103599,1.5579777864186415,1,2,9,1.3114119753633733,2,5.409336875780121,78.28675769731518,9,Low
7.704239477470429,5.241240181067779,9,8,9,1.5827078931879979,5,4.777973075736478,86.35053165812226,8,High
6.933963230057161,2.7984481980321627,1,1,6,2.816838709632252,5,6.90679506647596,81.85585216633226,7,Low
5.725856294473851,4.019755822596074,10,6,6,2.5947649147769307,2,6.652462979924937,69.04432753777772,5,High
6.933674726610096,3.429619131681224,10,6,9,2.836221078875002,3,4.4071691126904895,85.34381822257936,3,High
8.345643879759162,4.215561240834682,2,4,4,1.2609811030010318,1,2.0760124403462443,83.83236002218423,9,Low
6.457008753068058,3.615232836590383,6,10,6,2.1415507790793433,5,7.666774600440849,69.20372547444825,5,High
8.377572386976807,1.5755116637171456,6,3,4,0.0,1,6.16374791364641,79.08698553303462,3,Medium
3.356305875092307,4.99440022917071,1,3,1,2.4289203981809884,4,4.361019858854662,90.97072561011359,3,Low
7.486283005250269,2.7593651252580313,7,1,7,2.6108976739007974,1,6.085746696207342,73.63550061339295,3,Medium
6.604456481885806,1.1651271520103732,8,3,10,1.648374832139076,2,5.149722612500058,72.57820930271507,6,High
6.141191179440959,2.857827258551131,2,4,6,2.2954298117217817,1,7.637235852438947,81.7511637800826,1,Medium
6.610112931842603,5.7511396859514665,8,5,9,0.4850757246299473,1,1.1404395363899464,91.22932269811965,4,High
4.114917302478929,4.77533261317024,9,3,7,1.198933009600176,1,4.205618066973135,100.0,8,High
6.236393734594985,2.9770217983882112,6,6,7,2.7654492384322755,3,8.198109030957376,91.58935354853683,3,High
6.9285350858140955,2.976113443522357,5,5,2,2.5112532785395745,3,6.126396806934625,95.84827740156108,5,Low
8.27347285368982,3.017547423173926,9,3,9,1.5881454889552324,4,8.545213336628416,88.46697628501664,2,High
5.878075738071623,6.615121975341261,9,6,10,2.8113623174047104,2,2.5563858136730713,78.1488402035727,2,High
5.529807676528175,4.07290317834733,1,6,9,2.138298116799911,1,7.144393431876974,91.51711076596912,7,Medium
5.897891547698556,4.145062470786605,3,8,6,1.4957790360778405,1,7.024448846907665,84.14391951071879,10,Medium
7.598482541242489,5.045425181047763,9,2,3,1.8171726893967062,1,1.636542929342332,88.77033837828013,3,Medium
6.894501331591622,3.85818373853977,2,1,1,1.5445823086884645,1,4.408995420933832,75.53970173649039,5,Low
5.864287755479554,3.1114367812689454,4,4,4,0.8162240491814721,3,4.786941789611833,89.66445800839806,3,Medium
7.115920919736027,3.2054752263725326,4,7,3,3.2566858059021015,4,1.7608879424651889,83.79491803234103,6,Low
6.616493059217649,3.3925981108789043,2,10,1,1.431975566707409,5,4.450795346959122,87.31257747184084,10,Low
7.662373988639467,3.4441666452352377,3,3,3,1.1676392857030886,2,6.746366281557211,84.14926825174868,3,Low
5.6575362873471775,4.59144431545547,3,3,4,0.4706516794866411,1,4.21815388095052,82.22796884658317,8,Low
6.106805424082678,3.577918828710949,1,5,8,0.0,4,5.484266311348053,89.84690779618408,2,Medium
6.02947021624141,4.598960115823369,6,5,9,2.701496868118987,5,5.498740565455304,80.93908871108437,3,High
4.743782062241458,3.3789251298371266,8,10,3,2.793608687036212,4,4.975713177722468,69.1131186962241,8,High
6.855344332477491,3.617952785474136,3,3,6,3.1930385845947082,3,3.5896359519491425,66.26029924317555,8,Low
6.813266326615867,0.5026989732018388,5,9,10,1.8509606838298178,5,6.317627949767796,86.84416569426978,1,High
6.506136147970953,4.874491512053722,1,4,5,1.6780074727064047,4,1.825932476948017,80.52782185271144,8,Low
6.218495439949824,4.019732713846989,10,3,6,1.4922768866968588,3,5.0171762770163655,67.7090082256795,10,Medium
4.801555109539503,4.997015164789478,7,2,4,1.583442370161797,4,7.770972681036177,86.0653496705378,2,High
5.995225612681569,0.0,10,10,10,3.119790350740187,4,4.105253500317569,84.0612544502664,7,High
6.088742580167876,6.632562057171091,1,9,6,1.9734847512710418,5,3.5453575569954454,80.00386406777268,6,Medium
5.537267276934058,3.2906155577672394,9,4,7,2.3780707960014027,3,6.451032277550755,87.46809318180853,2,High
6.306457146000789,5.162274225106275,8,3,9,1.5579931680395964,1,5.326863521174264,98.15094010107804,5,High
6.984861028177446,1.9401411093117038,7,7,10,3.320847906220707,2,6.490894564113865,97.84590718685139,7,High
8.763423081452636,4.419160857593854,10,8,7,0.0952611205652607,5,5.076996971390544,86.43764643108585,8,High
6.709493375398207,1.919876655239516,7,2,6,0.7794758252819542,3,0.2234150984976413,84.15289567137147,3,Medium
6.809060468867317,2.5643465589562924,5,7,1,2.379710524234558,4,7.3598268208513975,86.57735207611681,1,Medium
6.410664901080599,6.371047030800179,5,5,2,3.7506107512309357,3,9.14005276495655,88.09006932774348,7,Low
4.19747454164115,3.21397639885498,5,5,1,1.7748998002412297,2,7.568082013672573,82.31701822941945,5,Medium
6.46818334946094,3.8261493097695842,1,3,9,1.1576291942726564,2,0.0,86.74543059953102,5,Low
6.572276251929232,4.805101596033131,8,5,10,3.000662705158344,1,5.902176425011133,69.26370428958202,7,High
9.455890534982343,4.243522831958907,1,2,10,2.3236984420148996,1,4.066508378849908,85.81348883346764,1,Medium
6.269166842262653,3.725628357715365,4,4,9,3.290213811994244,2,2.831512492776582,89.76813595024605,8,Low
6.861856810800335,4.047441503699338,9,6,7,0.7096489152556582,5,5.245464323276546,80.10158057993594,10,Medium
6.458345876353708,7.105123377857413,9,1,2,3.211668486010926,5,4.702105410200558,84.04527355713901,5,Low
5.097586354856562,3.4135718044496217,5,10,6,0.4515425432317284,4,6.017315608559683,73.88494619298876,8,High
7.871387377418024,3.801648570072451,4,4,4,1.7118278538451328,1,5.1131603786109086,72.49686417040687,10,Low
7.402319639224129,5.075981594011418,3,6,1,2.4127827528239263,4,2.758375786222046,87.10815077959191,10,Low
7.449238336451656,5.158288899436975,3,9,1,2.186013378199094,1,3.846796446514058,77.70436984262383,5,Low
5.408735054246313,5.28054545834057,5,2,5,3.060592335982367,2,3.5240828873499677,67.23174338423975,7,Low
8.183353173123319,4.458095333043777,10,7,2,0.17333998299077646,5,1.5670336465111077,73.88221700865557,10,Low
4.817778724649263,1.7854926309042747,1,6,4,2.1410074796990366,5,2.256710712092233,75.3362090620793,3,Low
7.2042285125603245,5.950147298451644,5,2,1,3.199642032783947,2,4.577862660229612,92.74580497731742,2,Low
9.128546750971974,1.780481910471968,6,8,4,2.0592942270720966,4,7.8475081506145585,86.79114011368468,6,Medium
5.3113564098431745,3.95395319785855,7,7,6,0.8576603202332975,4,3.9288858406024105,76.283978018427,5,High
5.820442724476674,2.3685862249709633,9,5,10,3.0075073948266526,3,3.4851384504944205,79.1223409502884,9,High
6.61958163810517,3.403792480110511,3,5,4,1.3516897298563042,1,2.637426386654348,98.12084416107226,10,Low
5.895829215060561,3.9931436154552205,2,7,1,1.1756769879371216,4,5.061072989990701,94.3610243519695,4,Low
4.639203882720641,3.9820358231754094,3,9,7,1.049864247116493,2,7.358518669220253,73.81939572018172,3,High
6.582275569767233,4.132881131352927,9,9,2,1.8013148870510376,4,9.005365532817184,96.63525859626327,9,Medium
5.225235543528674,5.920566903587971,7,9,9,2.183060220372871,5,5.570798753443373,84.1937119155019,8,High
7.068310916762218,4.18030145227097,9,6,3,0.7308999452969205,1,5.279987485272869,92.99611626056245,6,High
5.396690918919436,3.133765047064027,2,10,8,0.9363541232700558,3,3.913053785492914,83.36692044998493,1,High
8.359921286021047,4.946130752432536,5,6,8,1.305517124137782,1,4.246866757017978,96.85829198742175,10,Medium
5.560096049196516,5.284205733386961,4,3,3,1.0450113521133595,5,6.258350182101406,73.40379388460201,1,Medium
6.1135261805531895,1.6585882772945113,2,1,4,2.0367582265494297,5,4.370249335873841,82.44549568618484,6,Low
7.4762206608436035,4.396100104774787,9,7,2,2.3612215964008807,5,4.675435105665172,97.16459777899117,3,Medium
5.022962820279254,4.551759113466348,9,4,4,2.223873810266593,5,4.949305450499152,61.07391851802737,3,High
6.772951921524955,3.053654744960012,6,1,9,2.2253318887478026,2,3.8183437781850476,84.53938595875535,6,Medium
8.068571305138914,5.563560219967429,6,8,2,3.670991715288611,3,4.850041481844897,81.06453680126812,3,Medium
4.571020118526527,3.27491661945121,8,6,3,2.423683599627155,5,0.9611877424183968,91.84661230543745,10,Low
6.721560630238765,3.6883646802073136,6,6,4,2.783964247889247,5,6.097671766036925,95.69913435410972,6,Low
6.811859353098108,3.2403922635741957,1,2,5,1.585384250223027,4,9.70354367794411,92.30283819306965,5,Low
7.438187446132773,3.523368571372201,4,1,1,2.9440061426614914,3,3.895912769673867,87.41000253397246,4,Low
5.015659146946302,1.8555873696571972,7,2,7,1.537647476206678,1,5.7476742900033395,85.40564548095361,8,Medium
4.915452064298869,1.3399236761085582,2,4,10,2.4114483275885905,3,6.70315264049237,81.57289378520102,2,High
7.126329878740277,5.8917575948374585,9,2,7,0.6286331318176175,3,7.560430545434922,87.0997262152463,7,High
6.856381607879824,2.229557977522508,8,1,9,2.1662341319881215,3,4.4713570225196415,99.59654829585509,4,Medium
6.800591420415052,2.0129114758155393,8,7,4,1.0246197648306623,5,1.3933654926225616,76.69487701722458,2,Medium
6.915737851396371,0.2699148295944278,7,8,6,2.9360356544839075,5,5.534463901697526,80.97918524875926,7,Medium
5.683970334105811,2.541557378465747,4,6,2,2.8758764619987844,2,5.257257381308854,84.24490027433193,1,Medium
6.7787044365932045,1.5153653098887525,2,4,4,1.533372612440907,1,4.308667250647995,95.00932679195668,4,Low
6.851686967958417,5.963022740204554,3,6,2,4.04957492862454,4,4.732975754231319,87.23302339552205,9,Low
5.642778298368358,5.014725634013951,6,3,10,1.714121703806525,3,5.287360890035463,94.83481895545191,4,High
8.738929413373707,2.4677744822334144,5,8,5,0.3879810993274728,1,5.7235239842077,95.341099905036,3,Medium
7.068599505094145,6.878653708016463,8,10,7,1.22088202963732,1,5.6396194204798356,90.9203682581998,10,High
5.070435803356822,4.972648230487391,6,2,1,0.9558589776421491,2,4.5646286809977425,74.36006383434446,10,Low
7.287864330360596,3.0127529247370664,6,5,10,2.3796021017862548,4,5.768557669971902,100.0,2,High
5.3303819957272145,0.0,1,1,10,0.7646369733275475,3,4.429938303450276,99.12380671092701,3,Low
7.444501524490942,6.936413858886112,4,6,7,1.4607859841937547,4,6.28405100307064,85.63540050502337,1,High
7.890314694808885,1.415641299854606,5,2,10,2.31455217053677,2,3.745114329046998,71.18229757516445,10,Low
5.515181217977948,1.0319018795646624,3,4,6,2.1386458947118028,5,5.146116384299125,69.39501842125642,8,Low
7.656051355093187,5.033855648014461,9,6,6,1.9873561876582204,1,1.7525228357655407,87.5431562655371,1,High
6.9953371123237975,7.159628609508909,1,10,8,2.126000519044067,3,4.260179061085705,77.98249557869214,3,High
7.486472191993388,5.576409227765778,6,8,8,1.6294999024923456,5,6.134977442259958,67.82810866639622,3,High
8.776151579184736,4.34586368007854,6,8,6,0.3962479443336695,2,2.932530266583863,69.20634300636999,2,High
6.205534260796555,4.392131512497929,10,6,3,1.603161779255355,4,4.359799047299832,80.30017426669991,5,High
5.595516602771013,4.780123338170462,5,4,5,2.4687497843152855,1,0.18986090017958102,86.94929573810978,10,Low
5.432582684449372,4.638392884680147,5,8,2,1.8630650113905958,3,2.2638517829360216,99.05713051015827,3,Medium
5.521027658041474,3.9217871359540637,10,8,5,2.391488373130501,5,2.7870508877721965,89.84220774346842,3,High
6.407477948703075,3.6563016559278143,5,10,9,1.4132169704905146,5,5.203502101543277,81.18595469528586,8,High
6.909382369779973,3.4061103081507165,6,1,10,2.994336079877929,1,5.666818024785425,88.79949557672799,4,High
6.832028959196023,2.3690531166999858,8,4,1,0.0,4,4.887888868119606,87.90567585588659,4,Medium
7.492619898843229,3.078987384699839,2,4,10,2.1414405129233547,2,4.234813234225244,92.3954520719594,3,Medium
6.515602270253488,0.9605647787069218,6,7,5,3.3488803471212787,4,4.241796503302505,84.60057886416136,1,Medium
8.244240892588781,3.352490559807875,1,7,6,3.4976985160414626,4,6.432091498080989,95.36197751012111,8,Low
6.182411800114453,2.0171133392736236,4,8,7,1.7681738307575248,4,5.425639693766106,93.24451800227484,1,High
9.764202999907543,1.8446160241763436,10,5,9,0.6738018443571159,1,4.332108807389275,85.8270000363857,7,High
7.250800817318007,3.7698412267302177,3,7,6,3.366472842343359,1,7.586598990482518,83.80775643734096,5,Medium
5.471410932300461,5.588003429516899,9,8,5,1.9481348331944393,2,8.899950081992202,94.19748478990427,4,High
5.214929002326665,4.877474909003469,3,9,7,1.8410304607301193,4,2.5085150995326595,77.86525681892961,4,High
7.078966898291823,1.1442490945652346,6,3,1,1.1071453591222693,1,6.045020140421023,69.93387170856606,8,Low
6.2318446576089785,2.0155577951444936,1,3,5,0.7501125191417426,2,11.17977921537277,69.87702008316005,6,Low
7.356800592910511,4.911156781982324,6,4,2,2.563863168924354,2,5.560411082100389,77.03625524910491,1,Medium
7.067885149488253,2.0262689096925355,4,5,4,2.6698714547586606,4,5.230885272328553,91.5965229877725,10,Low
6.412605304811753,3.163050275004463,8,10,7,2.2015440017994217,3,4.888532120212773,80.77201145390137,8,High
5.483847538317914,4.325078148536828,9,1,5,1.235954218406157,4,5.980363034981483,87.04516002811226,2,High
4.682183330376962,2.047483317704547,4,7,6,0.9350011748908502,3,6.5097983330997655,80.04703929118931,6,Medium
5.964182057519575,3.65806325921894,10,9,2,0.567751344780107,2,2.5104662516616347,80.12642634016034,9,High
7.527678553188167,1.4989617576226935,10,8,3,1.4394548239220268,1,4.9470327434223424,74.74536325488846,1,High
6.7569124929562445,2.5979485340731796,6,5,7,0.9941464352510361,5,0.46100427100518093,84.08104374584312,6,Medium
5.005113465545614,3.9796729012138057,1,4,2,0.2906903047089546,2,4.581366766757,83.24836264221044,8,Low
6.707817111021418,1.110509399702496,4,7,6,2.6513450123530484,1,3.1946228123558544,89.12665023181822,10,Low
6.9623808556746045,4.160712106940599,7,5,5,0.6809361385150328,2,5.678355158270969,87.87697607011718,2,High
5.439371076558641,3.470543301609978,1,7,10,2.983922681430734,4,1.6872389457179486,83.02852619041587,5,Medium
6.684470127134634,4.328734931625721,8,1,1,2.3940717101134634,3,3.9753653790818104,69.93911154939825,6,Low
6.5698504621352,3.835871201096992,10,1,10,2.2943411876183992,2,6.933088501041224,95.70579467578278,5,High
5.128435642603252,5.546210644960766,6,10,4,3.6653090460600914,1,3.6473336971115,84.14955660961976,3,High
6.92934483241794,3.687836753971861,5,3,2,0.7141973659354752,4,1.1901284451642282,85.79642689893896,4,Low
7.172941431641881,2.855891688312121,10,2,4,2.873771996048796,5,5.515066306257969,100.0,7,Low
7.799661491810332,3.683446254548426,9,2,1,1.7023574269785704,4,3.826942013814728,94.0822212659595,4,Low
7.764562462441884,4.314947043554582,2,7,2,4.57107015662954,3,4.6282291278542065,89.46449198816731,9,Low
4.846796758451491,3.5732901054885566,5,10,8,1.6192055688607905,4,3.5402608270748153,84.97694212629175,10,Medium
5.374609952101853,3.5608875368058235,6,2,6,1.4576916638743818,5,8.948793488960058,84.88354451165847,2,High
7.1180423206503916,2.447012468289867,7,4,2,2.4255357748572663,1,1.8838545282929733,87.40114497721862,5,Low
7.116543141094651,2.5056486236735775,5,2,6,1.7910914677913605,2,10.666991223788546,89.06906725856632,8,Low
7.1180572235672575,1.3960920923004596,9,6,10,1.2415370377001307,3,4.218726938497296,100.0,5,High
10.0,6.124365114780409,1,8,9,1.0297232160641627,5,5.366893152436271,100.0,10,Low
7.185068612831801,1.6342051469130725,7,10,7,3.4582044883874032,3,3.8504071647910325,87.9026080540355,8,Medium
7.8626787682167185,2.460642203306139,10,4,9,0.8365383681000083,4,3.7667328802890916,63.46723927956367,8,High
7.644802116191842,2.422389101646204,7,5,5,2.2230875603805,3,3.4303401931347337,75.4825552670828,9,Low
7.281669501566958,4.842386565416662,4,4,7,3.056184139626095,5,6.202515924087271,100.0,10,Low
6.121676906431586,3.0575754825619583,9,3,7,3.104494985442633,2,2.1784006127458877,92.18652628255747,6,Medium
7.4107630645919205,5.3716131090106005,5,5,3,1.3983475978185602,2,5.728217088485337,89.26046487244996,4,Medium
5.5726097425549135,2.489764063634197,4,9,7,1.7938151993742373,3,0.6310145298963823,83.33162088595239,3,High
6.2158176719119895,3.918491243335703,7,8,1,1.5998064989856273,1,5.547057542283527,73.10977940774015,5,High
5.917563742605076,2.246979420110364,4,8,9,0.4649812373341251,3,6.698285211864382,100.0,6,High
6.598248967263587,6.717723691660082,3,8,10,2.537517383020115,4,2.450961785385261,76.76789748525911,3,High
9.27759028000821,1.7186023714557308,9,8,6,2.0385036456348087,2,6.357485203437488,92.2931181653828,2,High
4.2592817688899025,3.9647310653405414,8,7,5,3.440585080601879,2,5.102770821248643,71.99298230245856,7,High
7.323512228449416,4.450665321398148,1,8,7,1.1767949026985771,2,8.196852910715679,82.84651315171723,5,Medium
4.564740954572418,4.120698646177248,7,8,5,3.0886965586176958,1,3.2895872353778204,94.92957130452965,9,Medium
5.9336817610526795,3.2220685116834376,9,8,10,3.1592341502842047,1,10.63197180744546,82.50305827533207,3,High
7.8067407163608395,3.305268950399861,8,10,5,2.0470716868078873,5,0.21843569134952467,81.31550124633972,8,Medium
6.577136022914555,3.5657172079686643,8,7,10,0.0,3,4.340992398727749,85.10636268348681,6,High
5.206706266484833,3.279496997557267,6,1,7,1.4874323425557097,3,1.6028605787541337,71.63997107565072,4,Medium
5.641635548888038,4.945818675192364,4,4,10,3.7858711243041165,4,8.702108353699533,69.75853092953984,9,Medium
7.315517298721611,6.815784502387027,8,4,7,2.2970557714919098,2,4.476598012368327,92.14236482693929,5,High
5.623560041939436,2.6637623224882496,3,5,3,2.6933997058718857,1,4.656629845261435,80.777900743822,10,Low
6.75975030749837,1.445295530631383,9,10,3,1.9108334183650317,4,5.886476196170426,92.06484760581456,6,High
6.5546862078845765,3.3675769274731175,2,6,10,1.7765570901368715,4,4.990389627345425,96.18183017150707,9,Low
5.7180795828730195,7.369564006481478,2,4,3,0.13265543130049373,1,3.8124768871973305,96.98642608995463,7,Low
9.07273290719039,2.294488148045404,7,2,6,2.794739217055307,3,2.4867054987419035,68.7899171542366,5,Low
7.260702826781613,5.958675208166101,10,6,6,3.0796812047223767,2,5.337026804666858,78.02170711746102,2,High
4.069828896010872,6.016551221114661,4,8,3,1.0491377145333116,3,5.757667265378957,90.37585307043805,4,High
6.7237451777233135,2.669617637438008,10,8,3,1.8211448784916926,4,6.390754472803458,90.53001671903652,2,High
5.705856242277934,4.353474618777913,8,7,8,1.6862587226457093,2,8.825453700613044,100.0,3,High
7.522920001755469,5.942594934692807,9,6,8,2.420153293986286,5,0.6524621911720159,75.92386466766918,10,Medium
5.5489751138807595,2.9313083885187696,7,2,7,1.4556364184909052,4,4.864565605294591,96.68168401454098,3,Medium
6.362316270239721,3.1946294598464573,5,7,10,2.9313409231830025,3,7.383475671642856,88.72274610038541,4,High
7.105984734776548,2.6274786290770344,8,5,4,2.071324316124489,3,4.7509551511222705,68.5976413333653,6,Medium
7.538906233004146,1.9778649039606997,4,6,4,0.0,3,0.3236550926134596,79.52184763273405,3,Low
5.059644311533068,2.5260836824009893,2,10,3,2.4427202751926433,1,2.4179208503001584,87.62528012323325,10,Low
6.098598516990862,1.6640895998566152,6,8,5,2.9963509875907843,4,5.657139699354639,67.95633291703734,1,High
5.9300656266068525,3.551125202388839,9,8,3,0.8479383397350613,2,5.584394589766681,64.26093995028353,1,High
5.716004920911546,2.3450401534120373,1,3,8,2.4087269349745744,3,6.345039396682042,67.38757421363357,9,Low
8.618545088337317,3.8506788676861214,10,7,7,3.82995966975421,3,3.4379821129036316,87.5913365508434,9,Medium
6.985978053153147,1.166156530694559,7,1,3,2.1120663751782387,1,5.519766469838595,80.1533274126656,5,Low
4.986939254797946,3.9963203483216856,10,1,9,3.1416288643294896,2,3.1082733842073504,78.80044302686382,9,High
7.601434336465731,4.750293442413387,9,7,5,1.5578450297634798,4,5.519915987287382,79.14378164834272,7,High
9.046587436415159,0.509396536142817,10,10,9,1.9820357115428437,5,5.106424394207079,70.75877588342063,9,High
7.738958312661376,4.061084854771358,9,9,7,1.7953787120736546,1,3.3582799596741912,80.43596817159893,7,High
4.676756040855184,5.341503488709938,10,7,7,1.6128795736524435,4,8.116367261525374,66.79601951928164,9,High
5.9189191125604985,1.6855384719631918,3,10,6,1.8522779549169237,5,1.588728099675226,96.87641139358907,2,Medium
